Financial Aid System Applicant ID,Total Tuition,Recommended Award,Rec Award Perc Tuition, Children in Applicants HH,Est Household Contribution,Total Income, Total Available for Tuition, Total Assets,Total Liabilities,Total Net Worth,P1 Alumni Academy,P1 Alumni Camp,P1 Alumni Institute,P1 Alumni All-State,P2 Alumni Academy,P2 Alumni Camp,P2 Alumni All-State,P2:Alumni Institute,Sum Alum,Grade,Primary Arts Area,Aid Total Need,Aid Merit,Aid Inst Grant,Sex,Behavior Review,Academic Review,Health Review,Learning Specialist Review,CAPS Review,Sum Review,Tuition Default,Art Rating,Accepted,Attended Camp,Attended Inst,Attended Sum,Tuition Remander,Total FA,Percent FA,Enrolled
658757,64615,0,0,2,30000,423423,242636,1289190,396841,892349,0,0,0,0,0,0,0,0,0,11,4,0,5000,29615,0,0,0,0,0,0,0,0,3,1,1,0,1,30000,34615,0.5357,1
623823,64615,0,0,2,5000,129634,98248,2044900,145142,1899758,0,0,0,0,0,0,0,0,0,11,5,14000,7000,7000,1,0,0,0,0,0,0,0,3,1,0,0,0,36615,28000,0.4333,0
656029,64615,64615,1,1,0,7878,0,3200,0,3200,0,0,0,0,0,0,0,0,0,11,1,25000,10000,1500,0,0,0,0,0,0,0,0,4,1,1,0,1,28115,36500,0.5649,0
650561,64615,0,0,2,50000,531886,484568,3477072,1379924,2097148,0,0,0,0,0,0,0,0,0,10,7,0,0,0,0,1,1,0,1,1,4,0,4,1,0,0,0,64615,0,0,1
655709,64615,0,0,1,35000,71044,72352,1667000,0,1667000,0,0,0,0,0,0,0,0,0,11,3,10000,15000,1000,1,0,1,0,0,0,1,0,5,1,1,0,1,38615,26000,0.4024,1
659806,68685,0,0,1,10000,97318,68827,652900,26714,626186,0,0,0,0,0,0,0,0,0,12,0,0,10000,0,1,0,0,0,0,0,0,0,4,1,1,0,1,58685,10000,0.1456,1
655651,40940,36140,0.8828,1,4800,74746,4800,248017,166897,81120,0,0,0,0,0,0,0,0,0,11,3,17000,15000,0,1,0,0,0,0,0,0,0,5,1,1,0,1,8940,32000,0.7816,1
658852,68685,0,0,1,10000,218000,103787,922200,216000,706200,0,0,0,0,0,0,0,0,0,12,0,9000,7000,42685,1,0,0,0,0,0,0,0,3,1,1,0,1,10000,58685,0.8544,0
660515,64615,0,0,2,1000,231379,144686,1410068,162080,1247988,0,0,0,0,0,0,0,0,0,11,0,0,30000,24615,1,0,0,0,0,0,0,0,5,1,1,0,1,10000,54615,0.8452,1
659212,68685,50611,0.7369,2,5000,112613,18074,12000,2000,10000,0,0,0,0,0,0,0,0,0,12,0,51500,0,0,0,0,1,0,0,0,1,0,2,1,1,0,1,17185,51500,0.7498,1
659012,68685,0,0,1,45000,209691,222780,3751925,313939,3437986,0,0,0,0,0,0,0,0,0,12,0,0,3000,0,0,0,0,0,0,1,1,0,3,1,1,0,1,65685,3000,0.0437,1
647328,68685,68185,0.9927,2,500,14,500,85900,11599,74301,0,0,0,0,0,0,0,0,0,12,0,55500,5000,0,0,0,1,0,0,0,1,0,3,1,0,0,0,8185,60500,0.8808,1
625502,64615,64615,1,1,0,10000,0,5000,12000,-7000,0,0,0,0,0,0,0,0,0,11,0,40000,5000,0,0,1,0,0,0,1,2,0,2,1,0,0,0,19615,45000,0.6964,1
628501,64615,29615,0.4583,1,35000,57237,35000,370000,2500,367500,0,0,0,0,0,0,0,0,0,11,0,0,0,7000,1,0,0,0,0,0,0,0,5,1,0,0,0,57615,7000,0.1083,1
606906,64615,0,0,1,10000,240721,105877,646329,398611,247718,0,0,0,0,0,0,0,0,0,11,1,0,3000,22000,1,0,0,0,0,0,0,0,3,1,1,0,1,39615,25000,0.3869,1
650764,64615,0,0,1,15000,179175,82384,996900,212898,784002,0,0,0,0,0,0,0,0,0,11,0,0,10000,21000,0,0,0,0,0,0,0,0,3,1,0,0,0,33615,31000,0.4798,1
621799,68685,51872,0.7552,2,1200,76000,16813,133000,96084,36916,0,0,0,0,0,0,0,0,0,12,5,43000,10000,5000,1,0,0,0,0,0,0,0,4,1,1,0,1,10685,58000,0.8444,1
621613,64615,0,0,1,38000,266503,133713,1775922,606487,1169435,0,0,0,0,0,0,0,0,0,10,1,0,5000,7000,1,0,1,0,0,0,1,0,4,1,1,0,1,52615,12000,0.1857,1
614284,40940,20940,0.5115,2,20000,26327,20000,279931,61941,217990,0,0,0,0,0,0,0,0,0,11,4,0,0,0,1,0,0,0,0,0,0,0,3,1,1,0,1,40940,0,0,1
621025,64615,0,0,2,13900,169304,85360,488367,66573,421794,0,0,0,0,0,0,0,0,0,12,0,35000,0,15000,1,0,0,0,0,0,0,0,5,1,1,0,1,14615,50000,0.7738,1
598967,64615,36066,0.5582,1,10000,13996,28549,1396000,8000,1388000,0,0,0,0,0,0,0,0,0,9,0,15000,7000,0,0,0,0,0,0,0,0,0,4,1,0,0,0,42615,22000,0.3405,1
597094,64615,0,0,2,30000,301264,151257,2060366,908437,1151929,0,0,0,0,0,0,0,0,0,10,4,0,0,8000,1,1,1,0,1,1,4,0,2,1,1,0,1,56615,8000,0.1238,1
596525,64615,0,0,1,8000,110528,107727,1278756,3000,1275756,0,0,0,0,0,0,0,0,0,11,0,0,0,40000,0,0,0,0,0,0,0,0,5,1,1,0,1,24615,40000,0.6191,1
597887,68685,42416,0.6175,4,10000,72949,22199,34184,1200,32984,0,0,0,0,0,0,0,0,0,12,0,36000,0,20000,1,0,1,0,0,0,1,0,5,1,0,0,0,12685,56000,0.8153,1
598307,68685,0,0,1,10000,318879,158137,1501785,1063884,437901,0,0,0,0,0,0,0,0,0,12,0,0,0,23000,0,0,0,0,0,0,0,0,3,1,1,1,2,45685,23000,0.3349,1
599591,64615,1078,0.0167,2,0,138611,63537,960750,170920,789830,0,0,0,0,0,0,0,0,0,12,0,35500,0,5000,0,0,0,0,0,0,0,0,4,1,1,0,1,24115,40500,0.6268,1
599841,64615,41615,0.644,3,23000,16803,23000,446000,8000,438000,0,0,0,0,0,0,0,0,0,9,6,21000,0,10000,1,1,1,0,0,1,3,0,3,1,0,0,0,33615,31000,0.4798,1
599126,64615,14195,0.2197,1,30000,77996,50420,564500,15000,549500,0,0,0,0,0,0,0,0,0,11,0,10000,0,10000,1,0,0,0,0,0,0,0,4,1,0,0,0,44615,20000,0.3095,1
599315,68685,37692,0.5488,1,12000,91019,30993,96421,14484,81937,0,0,0,0,0,0,0,0,0,12,0,29000,7500,0,0,0,0,0,0,0,0,0,4,1,1,0,1,32185,36500,0.5314,1
598144,64615,0,0,2,20000,259550,182573,280000,180000,100000,0,0,0,0,0,0,0,0,0,9,1,0,3000,23000,1,0,0,1,0,0,1,0,3,1,0,0,0,38615,26000,0.4024,1
598566,64615,0,0,2,15000,129383,128518,2852950,873916,1979034,0,0,0,0,0,0,0,0,0,11,0,0,0,35000,0,0,0,0,0,0,0,0,5,1,0,0,0,29615,35000,0.5417,1
599153,68685,17833,0.2596,1,18000,165200,50852,544000,473000,71000,0,0,0,0,0,0,0,0,0,12,0,17000,0,15000,0,0,0,0,0,0,0,0,5,1,0,0,0,36685,32000,0.4659,0
598933,64615,0,0,2,30000,360779,177616,2065967,913151,1152816,0,0,0,0,0,0,0,0,0,9,1,0,0,10000,1,0,0,0,0,0,0,0,4,1,0,0,0,54615,10000,0.1548,1
597302,64615,479,0.0074,1,1000,115842,64136,1061167,29000,1032167,0,1,0,0,0,0,0,0,1,9,4,11500,4500,24500,1,0,0,0,0,0,0,0,3,1,1,0,1,24115,40500,0.6268,0
598855,40940,0,0,1,10000,136129,53190,304475,97168,207307,0,0,0,0,0,0,0,0,0,11,3,0,0,17500,1,0,1,0,0,0,1,0,4,1,1,0,1,23440,17500,0.4275,1
597392,64615,34569,0.535,2,15000,155350,30046,874000,507000,367000,0,0,0,0,0,0,0,0,0,11,3,33000,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,31615,33000,0.5107,0
598277,68685,58080,0.8456,2,0,121608,10605,528000,399000,129000,0,0,0,0,0,0,0,0,0,12,0,46000,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,22685,46000,0.6697,0
597625,68685,0,0,2,26000,218566,101472,1426000,420000,1006000,0,0,0,0,0,0,0,0,0,13,4,0,0,22000,1,0,0,0,0,0,0,0,3,1,1,0,1,46685,22000,0.3203,0
597408,64615,0,0,2,25000,465625,98961,2231138,1496771,734367,0,0,0,0,0,0,0,0,0,11,0,0,5000,24500,1,0,0,0,0,0,0,0,3,1,1,0,1,35115,29500,0.4566,1
598003,68685,53855,0.7841,1,14100,57666,14830,106770,31704,75066,0,0,0,0,0,0,0,0,0,13,1,39000,5000,0,1,0,0,0,0,0,0,0,4,1,0,0,0,24685,44000,0.6406,1
597083,68685,50774,0.7392,2,1000,82442,17911,1222457,842247,380210,0,0,0,0,0,0,0,0,0,12,1,38000,0,15000,0,0,0,0,0,0,0,0,4,1,0,0,0,15685,53000,0.7716,1
595882,64615,0,0,1,42500,411000,192676,2125000,2755000,-630000,0,0,0,0,0,0,0,0,0,9,0,0,0,10000,0,0,0,1,0,0,1,0,3,1,0,0,0,54615,10000,0.1548,1
598470,68685,0,0,1,20000,210267,120966,1827800,335791,1492009,0,0,0,1,0,0,0,0,1,12,1,0,0,43000,0,0,0,0,0,0,0,0,5,1,0,0,0,25685,43000,0.626,1
598617,64615,0,0,1,35000,240518,153001,1514675,372977,1141698,0,0,0,0,0,0,0,0,0,9,0,0,0,17000,1,0,1,1,0,0,2,0,3,1,0,0,0,47615,17000,0.2631,1
599119,64615,0,0,2,40000,757679,643768,6101950,1165150,4936800,0,0,0,0,0,0,0,0,0,12,0,0,0,6000,0,0,0,0,0,0,0,0,4,1,0,0,0,58615,6000,0.0929,1
596156,68685,0,0,1,15000,473910,249194,1797402,686031,1111371,0,0,0,0,0,0,0,0,0,13,0,0,0,20000,1,0,0,0,0,1,1,0,4,1,1,0,1,48685,20000,0.2912,1
599616,64615,44615,0.6905,1,20000,23047,20000,218624,693,217931,0,0,0,0,0,0,0,0,0,11,0,15000,0,15000,1,0,1,0,0,0,1,0,5,1,0,0,0,34615,30000,0.4643,1
595920,64615,35651,0.5517,2,7000,133148,28964,229182,129406,99776,0,0,0,0,0,0,0,0,0,11,0,35000,0,11000,0,0,0,1,0,0,1,0,4,1,0,0,0,18615,46000,0.7119,1
595807,64615,61015,0.9443,3,3600,53730,3600,135129,69318,65811,0,0,0,0,0,0,0,0,0,11,0,50000,5000,0,1,0,0,0,0,0,0,0,4,1,0,0,0,9615,55000,0.8512,1
597537,68685,66685,0.9709,1,2000,60334,2000,497350,285561,211789,0,0,0,0,0,0,0,0,0,12,0,51000,0,5000,0,0,0,0,0,0,0,0,4,1,0,0,0,12685,56000,0.8153,1
595253,64615,46337,0.7171,1,300,88890,18278,218600,251000,-32400,0,0,0,0,0,0,0,0,0,11,0,49000,0,3000,1,0,0,0,0,0,0,0,2,1,1,0,1,12615,52000,0.8048,1
599277,68685,0,0,2,15000,170000,97710,561000,155000,406000,0,0,0,0,0,0,0,0,0,12,5,0,0,35000,1,0,0,0,0,0,0,0,3,1,0,0,0,33685,35000,0.5096,0
599161,64615,51115,0.7911,2,13500,171699,13500,2061610,2537433,-475823,0,0,0,0,0,0,0,0,0,13,1,40000,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,24615,40000,0.6191,1
597947,64615,0,0,2,20000,541000,401047,1626000,424000,1202000,0,0,0,0,0,0,0,0,0,11,1,0,0,16000,1,0,0,0,0,0,0,0,4,1,1,0,1,48615,16000,0.2476,1
548217,64615,57615,0.8917,1,7000,72400,7000,507500,367405,140095,0,0,0,0,0,0,0,0,0,11,1,54500,0,0,0,0,0,0,0,0,0,0,3,1,1,0,1,10115,54500,0.8435,1
526849,64615,0,0,3,3000,472243,249236,2972333,1291607,1680726,0,0,0,0,0,0,0,0,0,11,6,0,10000,0,1,0,0,0,0,0,0,0,4,1,0,0,0,54615,10000,0.1548,0
596788,68685,0,0,2,28000,172662,126898,1996016,186680,1809336,0,0,0,0,0,0,0,0,0,12,0,0,0,30685,0,0,0,0,0,0,0,0,3,1,1,0,1,38000,30685,0.4467,1
596232,64615,60615,0.9381,2,4000,42622,4000,230750,182000,48750,0,0,0,0,0,0,0,0,0,11,5,46000,0,5000,1,0,0,0,0,0,0,0,4,1,0,0,0,13615,51000,0.7893,0
596715,64615,0,0,1,38000,529392,277228,1229316,538147,691169,0,0,0,0,0,0,0,0,0,12,0,0,0,10000,1,0,0,0,0,0,0,0,3,1,1,0,1,54615,10000,0.1548,1
597827,64615,29615,0.4583,2,35000,33600,35000,128389,0,128389,0,0,0,0,0,0,0,0,0,10,0,15000,0,7000,1,0,0,0,0,0,0,0,3,1,1,0,1,42615,22000,0.3405,1
596321,64615,59615,0.9226,3,5000,56012,5000,51537,19600,31937,0,0,0,0,0,0,0,0,0,9,0,46000,0,0,1,0,1,0,0,0,1,0,4,1,1,0,1,18615,46000,0.7119,1
599280,64615,0,0,2,50000,242933,111365,705904,353620,352284,0,0,0,0,0,0,0,0,0,10,0,0,0,5000,0,0,0,0,0,0,0,0,4,1,0,0,0,59615,5000,0.0774,1
597706,64615,55693,0.8619,5,5000,88082,8922,154995,117926,37069,0,0,0,0,0,0,0,0,0,11,0,44000,0,10000,1,0,0,0,0,0,0,0,4,1,1,0,1,10615,54000,0.8357,1
597447,68685,28573,0.416,2,7000,125277,40112,196000,153074,42926,0,0,0,0,0,0,0,0,0,12,0,32000,7500,5000,0,0,0,0,0,0,0,0,4,1,0,0,0,24185,44500,0.6479,0
596816,64615,41167,0.6371,2,5000,119163,23448,54500,148880,-94380,0,0,0,0,0,0,0,0,0,9,1,40000,0,12000,1,0,0,0,0,0,0,0,3,1,0,0,0,12615,52000,0.8048,1
599562,68685,0,0,1,40000,177808,165878,2299000,0,2299000,0,0,0,0,0,0,0,0,0,13,0,3000,0,12000,1,0,0,0,0,1,1,0,3,1,1,0,1,53685,15000,0.2184,1
592129,64615,64115,0.9923,2,500,14400,500,0,0,0,0,0,0,0,0,0,0,0,0,12,0,49615,0,7000,0,0,0,0,0,0,0,0,4,1,0,0,0,8000,56615,0.8762,0
597201,68685,5076,0.0739,1,5000,156285,63609,241288,30281,211007,0,0,0,0,0,0,0,0,0,12,0,7000,0,23000,1,0,0,1,0,0,1,0,3,1,0,0,0,38685,30000,0.4368,1
597953,40940,34940,0.8534,3,6000,31200,6000,129386,94342,35044,0,0,0,0,0,0,0,0,0,9,1,28325,0,0,0,0,1,0,0,1,2,0,2,1,0,0,0,12615,28325,0.6919,1
598864,64615,46615,0.7214,2,18000,25000,18000,7203,27180,-19977,0,0,0,0,0,0,0,0,0,10,0,40000,0,0,0,0,0,0,0,0,0,0,3,1,1,0,1,24615,40000,0.6191,1
597679,64615,44615,0.6905,1,20000,1741,20000,1153361,6629,1146732,0,0,0,0,0,0,0,0,0,11,4,12000,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,52615,12000,0.1857,1
596037,68685,25658,0.3736,1,10000,114514,43027,262500,52424,210076,0,0,0,0,0,0,0,0,0,12,0,25000,0,24000,1,0,1,0,0,0,1,0,4,1,0,0,0,19685,49000,0.7134,1
595246,64615,9714,0.1503,2,25000,189575,54901,1619000,1017000,602000,0,0,0,0,0,0,0,0,0,9,4,7000,0,13000,1,0,0,0,0,0,0,0,4,1,1,0,1,44615,20000,0.3095,1
598267,64615,25415,0.3933,1,39200,21265,39200,718022,37137,680885,0,0,0,0,0,0,0,0,0,9,1,12000,0,0,1,0,0,1,0,0,1,0,3,1,1,0,1,52615,12000,0.1857,1
598309,64615,1275,0.0197,2,12000,180845,63340,411244,528612,-117368,0,0,0,0,0,0,0,0,0,9,0,2000,3000,27000,1,0,0,0,0,0,0,0,3,1,0,0,0,32615,32000,0.4952,0
595808,64615,33661,0.5209,2,10000,77770,30954,733900,1900,732000,0,0,0,0,0,0,0,0,0,10,1,26000,0,15000,0,0,0,0,0,0,0,0,3,1,1,0,1,23615,41000,0.6345,1
595103,64615,0,0,2,55000,462955,219209,1113000,268000,845000,0,0,0,0,0,0,0,0,0,10,1,0,0,3500,1,0,0,0,0,1,1,0,3,1,1,0,1,61115,3500,0.0542,1
596052,64615,4732,0.0732,1,20000,198184,59883,42300,35485,6815,0,0,0,0,0,0,0,0,0,11,1,0,0,25000,1,0,0,1,0,1,2,0,4,1,1,0,1,39615,25000,0.3869,1
598992,68685,11579,0.1686,1,1500,121727,53036,143100,90602,52498,0,0,0,0,0,0,0,0,0,12,0,20000,7000,20000,0,0,0,0,0,0,0,0,4,1,0,0,0,21685,47000,0.6843,0
599215,68685,0,0,1,10000,712603,537716,1881933,882397,999536,0,0,0,0,0,0,0,0,0,12,5,29000,15000,0,1,0,0,0,0,1,1,0,5,1,0,0,0,24685,44000,0.6406,1
596067,40940,0,0,2,15000,167542,77652,829000,382811,446189,0,0,0,0,0,0,0,0,0,10,0,0,0,15000,1,0,0,0,0,0,0,0,3,1,0,0,0,25940,15000,0.3664,1
599313,64615,42255,0.654,1,9000,114000,22360,11560,21700,-10140,0,0,0,0,0,0,0,0,0,11,0,37000,0,5000,1,1,0,0,0,1,2,0,3,1,0,0,0,22615,42000,0.65,1
598815,64615,54615,0.8452,2,10000,59794,10000,1950,49264,-47314,0,1,0,0,0,0,0,0,1,9,0,34000,0,15000,1,0,0,0,0,1,1,0,5,1,1,0,1,15615,49000,0.7583,1
596070,64615,0,0,4,12000,334957,213866,887203,483471,403732,0,0,0,0,0,0,0,0,0,10,1,0,0,32000,0,0,0,0,0,0,0,0,4,1,1,0,1,32615,32000,0.4952,1
597232,64615,0,0,2,25000,787765,515386,2283539,1327709,955830,0,0,0,0,0,0,0,0,0,9,3,0,0,25000,1,0,0,0,0,0,0,0,4,1,0,0,0,39615,25000,0.3869,1
596304,64615,61615,0.9536,2,3000,27364,3000,13750,11000,2750,0,0,0,0,0,0,0,0,0,10,0,39000,0,0,1,0,1,0,0,0,1,0,3,1,0,0,0,25615,39000,0.6036,1
599278,64615,0,0,1,30000,224057,93625,682555,204945,477610,0,1,0,1,0,0,0,0,2,11,7,0,0,20000,1,0,0,0,0,1,1,0,4,1,1,0,1,44615,20000,0.3095,1
598893,64615,49615,0.7679,1,15000,0,15000,1066034,499859,566175,0,0,0,0,0,0,0,0,0,11,0,40000,0,0,1,0,0,0,0,0,0,0,2,1,1,0,1,24615,40000,0.6191,1
596792,64615,8596,0.133,2,30000,88900,56019,555000,138000,417000,0,0,0,0,0,0,0,0,0,11,4,7000,0,5000,1,0,1,0,0,0,1,0,4,1,1,0,1,52615,12000,0.1857,1
596797,64615,0,0,2,20000,242554,81038,1430248,1202193,228055,0,0,0,0,0,0,0,0,0,11,0,0,0,22000,0,0,0,0,0,0,0,0,4,1,1,0,1,42615,22000,0.3405,1
607701,64615,3805,0.0589,1,10000,128483,60810,554300,100276,454024,0,0,0,0,0,0,0,0,0,11,5,3000,5000,31000,1,0,0,0,0,0,0,0,3,1,0,0,0,25615,39000,0.6036,1
607833,68685,63685,0.9272,2,5000,77610,5000,309000,199109,109891,0,0,0,0,0,0,0,0,0,12,0,51000,5000,0,0,0,0,0,0,0,0,0,4,1,1,0,1,12685,56000,0.8153,1
607066,64615,14615,0.2262,1,50000,96944,50000,628929,201950,426979,0,0,0,0,0,0,0,0,0,12,7,0,0,10000,1,0,0,0,0,0,0,0,4,1,0,0,0,54615,10000,0.1548,1
608839,64615,60615,0.9381,1,4000,15960,4000,30996,60000,-29004,0,0,0,0,0,0,0,0,0,12,0,38000,0,5000,0,0,0,0,0,0,0,0,5,1,0,0,0,21615,43000,0.6655,1
605432,64615,62615,0.969,3,2000,26713,2000,42860,13500,29360,0,0,0,0,0,0,0,0,0,10,0,37000,15000,0,0,0,0,0,0,0,0,0,5,1,0,0,0,12615,52000,0.8048,0
601536,64615,54615,0.8452,1,10000,61699,10000,437545,203159,234386,0,0,0,0,0,0,0,0,0,11,4,52000,0,0,1,0,0,0,0,0,0,0,2,1,1,0,1,12615,52000,0.8048,1
606685,64615,64615,1,1,0,18926,0,115000,1500,113500,0,0,0,0,0,0,0,0,0,11,0,15000,15000,15000,0,0,1,0,0,0,1,0,5,1,0,0,0,19615,45000,0.6964,1
609042,64615,0,0,4,25000,405000,154615,792000,445000,347000,0,0,0,0,0,0,0,0,0,9,3,0,4000,15000,1,0,0,0,0,0,0,0,3,1,0,0,0,45615,19000,0.294,0
603437,64615,0,0,2,25000,115561,65139,1190000,0,1190000,0,0,0,0,0,0,0,0,0,12,0,14700,0,22500,1,0,0,0,0,0,0,0,4,1,1,0,1,27415,37200,0.5757,1
605136,64615,52615,0.8143,1,12000,26360,12000,295300,0,295300,0,0,0,0,0,0,0,0,0,10,0,46500,0,0,1,0,0,0,0,0,0,0,4,1,1,0,1,18115,46500,0.7196,1
609066,64615,0,0,2,3800,330810,288412,763234,0,763234,0,0,0,0,0,0,0,0,0,11,6,0,10000,0,1,0,0,0,0,0,0,0,4,1,0,0,0,54615,10000,0.1548,0
600097,64615,50231,0.7774,2,2500,71525,14384,127866,119346,8520,0,0,0,0,0,0,0,0,0,9,4,35000,15000,0,1,0,0,0,0,0,0,0,5,1,0,0,0,14615,50000,0.7738,0
607013,64615,49706,0.7693,1,0,91961,14909,506160,254589,251571,0,0,0,0,0,0,0,0,0,11,6,27000,17000,0,1,0,0,0,0,0,0,0,4,1,0,0,0,20615,44000,0.681,0
608895,64615,0,0,2,35000,161245,87259,747464,0,747464,0,0,0,0,0,0,0,0,0,10,0,4000,0,6000,0,0,1,0,0,0,1,0,1,1,0,0,0,54615,10000,0.1548,1
605021,40940,36940,0.9023,3,4000,48000,4000,257450,188700,68750,0,0,0,0,0,0,0,0,0,12,3,25000,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,15940,25000,0.6106,1
607061,64615,61615,0.9536,2,3000,43199,3000,75491,15412,60079,0,0,0,0,0,0,0,0,0,12,0,49500,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,15115,49500,0.7661,1
601608,64615,54720,0.8469,1,8000,36596,9895,299500,0,299500,0,0,0,0,0,0,0,0,0,11,0,24000,15000,0,1,0,0,0,0,0,0,0,5,1,0,0,0,25615,39000,0.6036,0
608909,64615,64615,1,1,0,30607,0,257020,226284,30736,0,0,0,0,0,0,0,0,0,11,0,48000,5000,0,1,0,1,0,0,1,2,0,3,1,0,0,0,11615,53000,0.8202,1
605408,68685,0,0,2,37500,281657,306444,3900984,209009,3691975,0,0,0,0,0,0,0,0,0,12,7,0,0,7000,1,0,0,0,0,0,0,0,2,1,0,0,0,61685,7000,0.1019,1
606879,64615,53611,0.8297,1,5000,72614,11004,33366,55400,-22034,0,0,0,0,0,0,0,0,0,9,1,44000,5000,0,1,0,0,0,0,0,0,0,4,1,0,0,0,15615,49000,0.7583,0
607601,64615,0,0,1,59000,327732,267236,2987401,477088,2510313,0,0,0,0,0,0,0,0,0,12,1,0,0,3000,1,0,0,0,0,0,0,0,5,1,0,0,0,61615,3000,0.0464,1
605281,64615,39615,0.6131,1,25000,40013,25000,169478,0,169478,0,0,0,0,0,0,0,0,0,10,0,5000,15000,0,0,0,1,0,0,0,1,0,5,1,0,0,0,44615,20000,0.3095,1
608410,40940,6848,0.1673,2,15000,152761,57767,626000,235340,390660,0,0,0,0,0,0,0,0,0,11,0,21000,0,0,0,0,0,0,0,0,0,0,3,1,1,0,1,19940,21000,0.5129,1
607752,64615,47905,0.7414,1,15300,79201,16710,237133,100310,136823,0,0,0,0,0,0,0,0,0,12,0,48500,0,0,1,0,0,0,0,0,0,0,4,1,1,0,1,16115,48500,0.7506,1
608144,64615,0,0,1,18500,250660,144779,1265073,360325,904748,0,0,0,0,0,0,0,0,0,12,0,15000,0,25000,0,0,0,0,0,0,0,0,5,1,1,0,1,24615,40000,0.6191,1
602574,64615,0,0,4,15000,87636,91200,1685000,100000,1585000,0,0,0,0,0,0,0,0,0,10,0,0,15000,17000,1,0,0,0,0,0,0,0,5,1,0,0,0,32615,32000,0.4952,0
609381,64615,0,0,1,0,537678,481671,1011700,115400,896300,0,0,0,0,0,0,0,0,0,10,6,0,10000,7000,0,0,0,0,0,0,0,0,3,1,0,0,0,47615,17000,0.2631,0
609095,64615,39615,0.6131,2,25000,18850,25000,569000,0,569000,0,0,0,0,0,0,0,0,0,10,4,35000,0,0,0,0,0,0,0,0,0,0,4,1,1,0,1,29615,35000,0.5417,1
608957,68685,0,0,1,30000,212085,101842,1016400,345425,670975,0,0,0,0,0,0,0,0,0,12,7,0,10000,14000,1,0,0,0,0,0,0,0,4,1,0,0,0,44685,24000,0.3494,1
600182,64615,62615,0.969,4,2000,62529,2000,188400,142130,46270,0,0,0,0,0,0,0,0,0,9,3,52000,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,12615,52000,0.8048,0
602762,64615,0,0,1,20000,215580,147086,1134105,730214,403891,0,0,0,0,0,0,0,0,0,11,6,0,17000,15000,1,0,1,0,0,0,1,0,5,1,0,0,0,32615,32000,0.4952,1
605284,64615,17173,0.2658,1,40000,48528,47442,987000,2000,985000,0,0,0,0,0,0,0,0,0,12,0,0,0,15000,0,0,0,0,0,0,0,0,4,1,1,0,1,49615,15000,0.2321,1
606059,64615,22137,0.3426,1,17000,117145,42478,342200,337943,4257,0,0,0,0,0,0,0,0,0,12,0,30000,0,15000,0,0,0,0,0,0,0,0,5,1,1,0,1,19615,45000,0.6964,1
605972,64615,9309,0.1441,1,8000,160755,59376,551407,343507,207900,0,0,0,0,0,0,0,0,0,12,0,20000,15000,14000,1,0,0,0,0,0,0,0,5,1,1,0,1,15615,49000,0.7583,1
600184,68685,52423,0.7632,1,2000,112000,16262,328500,13000,315500,0,0,0,0,0,0,0,0,0,13,0,48000,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,20685,48000,0.6988,0
603235,64615,29615,0.4583,1,35000,13242,35000,295185,0,295185,0,0,0,0,0,0,0,0,0,11,0,7000,0,3000,0,0,0,0,0,0,0,0,3,1,0,0,0,54615,10000,0.1548,1
607718,64615,48786,0.755,3,5000,96394,15829,160500,4000,156500,0,0,0,0,0,0,0,0,0,9,6,29000,10000,0,1,0,0,0,0,0,0,0,2,1,0,0,0,25615,39000,0.6036,0
608506,64615,0,0,3,20000,167355,124155,1028244,10668,1017576,0,0,0,0,0,0,0,0,0,12,0,36900,0,0,1,0,0,0,0,0,0,0,3,1,1,0,1,27715,36900,0.5711,1
606224,64615,0,0,2,35000,178054,89466,330500,152839,177661,0,0,0,0,0,0,0,0,0,10,7,8000,0,15000,0,0,0,0,0,0,0,0,4,1,1,0,1,41615,23000,0.356,1
606752,64615,0,0,1,7000,173418,90136,737482,89281,648201,0,0,0,0,0,0,0,0,0,12,0,42000,0,0,0,0,0,0,0,0,0,0,5,1,1,0,1,22615,42000,0.65,1
609050,64615,58615,0.9071,3,6000,60250,6000,332600,140399,192201,0,0,0,0,0,0,0,0,0,11,3,37265,0,20000,0,0,0,0,0,0,0,0,5,1,0,0,0,7350,57265,0.8862,1
609552,64615,0,0,1,30000,439000,552173,7360000,1590000,5770000,0,0,0,0,0,0,0,0,0,11,0,0,0,9000,1,0,0,0,0,0,0,0,5,1,0,0,0,55615,9000,0.1393,1
605608,64615,53097,0.8217,2,3730,93414,11518,326450,182716,143734,0,0,0,0,0,0,0,0,0,11,1,42500,5000,0,1,0,0,0,0,0,0,0,4,1,1,0,1,17115,47500,0.7351,1
608329,64615,54615,0.8452,1,10000,40726,10000,70500,18500,52000,0,0,0,0,0,0,0,0,0,11,3,44000,3000,0,1,0,0,0,0,1,1,0,3,1,1,0,1,17615,47000,0.7274,1
605249,64615,0,0,5,46804,797662,503760,3400790,25485,3375305,0,0,0,0,0,0,0,0,0,11,0,0,0,11000,0,0,0,0,0,0,0,0,4,1,1,0,1,53615,11000,0.1702,1
